1:1	Xebaar bu baaxu Yeesu Kirist, Doomu Yàlla, nii la tàmbalee.
13:7	Bu ngeen déggee ay xare ak coowi xare, wottuleen a tiit; loolu war na am, waaye mujug jamono ji jotagul.
13:8	Xeet dina jóg, xeex ak weneen xeet, réew xeex ak meneen réew. Te yengu-yenguy suuf dina am ciy bérab yu bare, ak ay xiif. Loolu lépp mooy ndoortel metit yi, mel ni jigéen juy matu.
13:9	«Moytuleen. Dees na leen jébbal àttekat ya, di leen dóor ay yar ca jàngu ya. Dinañu leen dëj ci kanamu ay boroom réew ak ay buur ndax sama tur, ngir ngeen nekk seede ci ñoom.
13:10	Fàww xebaar bu baax bi jëkk a jib ci xeet yépp.
13:11	Saa su ñu leen jàppee nag, dëj leen ci péncum layoo, buleen jàq ci li ngeen war a wax; li ngeen jot ca waxtu woowa waxleen ko, ndaxte du yéenay wax waaye Xel mu Sell mi.
13:12	«Mag dina joxe rakkam cig dee, baay joxe doomam; ay doom it dinañu jóg, di bañ seeni waajur, di leen reylu.
13:13	Te ñépp dinañu leen bañ ndax sama tur; waaye ku muñ ba ca muj ga, mucc.
13:14	«Bés baa ngi ñëw, bu li ñuy wax “Lu araam luy yàqe” tegee ca bérab bu mu yelloowul; kiy jàng, na xam. Bu ngeen gisee loolu nag, ku nekk ci biir diiwaanu Yude, nanga daw ca tund ya.
13:15	Ku nekk ci kaw taax mi, bul wàcc ngir dugg kër gi, fab say yëf ya fa nekk.
13:16	Ku nekk ci tool bi, bul ñibbi ngir fab sa mbubb.
13:17	Ngalla jigéen ñi ëmb ca bés yooya, ngalla it ñiy nàmpal.
13:18	Ñaanleen ngir seen gàddaay bañ a tase ak jamonoy seddaayu lolli.
13:19	Ndaxte booba dina am metit wu réy wu musul a am, ba àddina sosoo ak tey, te dootul am mukk.
13:20	Te bu fekkul woon Boroom bi wàññi bés yooyu, kenn du mucc, waaye fekk na mu wàññi leen ndax gaayam ñi mu tànn.
13:21	«Booba nag, bu leen kenn waxee: “Kaayleen gis, Kirist a ngi fi,” mbaa: “Xool-leen, mu nga fale,” buleen ko gëm.
13:22	Ndaxte ñiy mbubboo turu Kirist ak ñiy mbubboo turu yonent, dinañu feeñ, di joxe ay firnde yu réy ak ay kéemaan, ba ciy nax sax ñi Yàlla tànn, su loolu manoon a am.
13:23	Wax naa leen ko lu jiitu. Kon nag moytuleen.
13:24	«Waaye booba, gannaaw metit yooyu:“Jant bi dina lëndëmte weer dootul leer;
13:25	biddiiw yi di daanoo asamaan,te kàttani asamaan yiy yengu.”
13:26	«Noonu dees na gis Doomu nit ki ñëw ci niir yi, ànd ak kàttan ak ndam lu réy.
13:27	Dina yónni ay malaakam, ñu dajale ñi mu tànn ci ñeenti xebla yi, fa àddina dale, ba fa asamaan yem.»
13:28	Yeesu teg ca ne: «Jàngleen misaalu garabu figg ga. Boo xamee ne ay bànqaasam duy nañu, tey xobam sëq, xam ngeen ne nawet jege na.
13:29	Noonu itam bu ngeen gisee loolu lépp xew, xamleen ne jege na; mu ngi ci bunt bi sax.
13:30	Ci dëgg maa ngi leen koy wax, niti jamono jii duñu wéy, te loolu lépp amul.
13:31	Asamaan ak suuf dinañu wéy, waaye samay wax du wéy mukk.
13:32	«Waaye bés boobu ak waxtu woowu, kenn xamul kañ lay doon; du malaaka yi ci kaw, du sax Doom ji, waaye Baay bi rekk moo ko xam.
13:33	Moytuleen te xool! Xamuleen kañ la waxtu wi di jot.
13:34	«Mi ngi mel ni nit ku tukki, mu dénk këram ay surgaam, ku nekk ak sa sas, te sant bëkk-néeg bi, mu xool.
13:35	Yéen nag xool-leen, ndaxte xamuleen kañ la boroom kër gi di dellusi, muy ci timis mbaa ci xaaju guddi, muy ci fajar mbaa njël.
13:36	Bu nee jaleñ, bumu leen bett, ngeen di nelaw.
13:37	Li ma leen wax, ñépp laa ko wax: “Xool-leen!”»
14:1	Booba nag saraxalekat yu mag ya ak xutbakat ya ñu ngi doon fexeel Yeesu, ngir jàpp ko, reylu. Fekk booba ñaari fan a des ci màggalu bésu Jéggi ba ak màggalu Mburu ya amul lawiir.
14:2	Kon nag ñu ne: «Bumu doon ci bésu màggal bi, ngir yengu-yengu bañ a am ci nit ñi.»
14:3	Bi nga xamee ne Yeesu nekkoon na dëkku Betani, mu dem këru Simoŋ ma gaana woon, di fa lekk. Noonu jigéen ñëw, yor njaq lu ñu defare doj wu tudd albaatar. Njaq li def latkoloñ ju raxul ju ñuy wax nàrd, tey jar lu baree-bare. Jigéen ji toj njaq li, tuur latkoloñ ci boppu Yeesu.
14:4	Waaye amoon na fa ñu mer, di xultu ci seen biir naan: «Yàq gii, lu muy jariñ?
14:5	Maneesoon na jaay latkoloñ jii ci lu tollook peyug atum lëmm, jox ko miskin yi.» Noonu ñu daldi gëdd jigéen ji.
14:6	Waaye Yeesu ne leen: «Bàyyileen ko. Defal na ma jëf ju rafet; lu tax ngeen di ko sonal?
14:7	Miskin yaa ngi ak yéen bés bu nekk, te man ngeen leen a dimbali saa su leen neexee, waaye dungeen ma gis ba fàww.
14:8	Jigéen ji def na li mu man; diw na sama yaram ak latkoloñ, ngir waajal sama rob, laata moo jot.
14:9	Ci dëgg maa ngi leen koy wax, fépp fu ñuy yéene xebaar bu baax bi ci àddina sépp, dinañu fa fàttali it li jigéen jii def.»
14:10	Ca waxtu woowu kenn ci fukki taalibe ya ak ñaar, ku tudd Yudaa Iskariyo, dem ca saraxalekat yu mag ya, ngir wori Yeesu.
14:11	Bi ñu ko déggee, ñu am ca bànneex bu réy, dig ko xaalis. Noonu mu fexe jamono ju mu leen man a jébbal Yeesu.
14:12	Bés bu jëkk ca màggal, ga ñuy wax Mburu ya amul lawiir, taalibey Yeesu laaj ko: «Foo bëgg, nu defaral la reeru Jéggi bi?» Bés bu jëkk booba nag mooy bés, ba ñu faral a rendi xarum màggalu Jéggi ba.
14:13	Noonu Yeesu yebal ñaar ci taalibe yi ne leen: «Demleen ca dëkk ba, foofa góor gu yenu njaq lu def ndox, dina taseek yéen, ngeen topp ko.
14:14	Kër gi mu dugg nag, ngeen ne boroom kër gi: “Kilifa gi nee na: Ana néegu gan, bi may lekke reeru Jéggi bi, man ak samay taalibe?”
14:15	Dina leen won néeg bu féete kaw te yaa, ñu defar ko, ba lépp jekk. Foofa ngeen nuy defarale reer bi.»
14:16	Bi mu ko waxee, taalibe ya dem ca dëkk ba, gis lépp, ni leen ko Yeesu waxe woon. Noonu ñu defar reer bi.
14:17	Bi nga xamee ne timis jot na, Yeesu ñëw, ànd ak fukki taalibe yi ak ñaar.
14:18	Ñu toog, di lekk. Bi ñuy lekk nag, Yeesu ne leen: «Ci dëgg maa ngi leen koy wax, kenn ci yéen, ku bokk ak man di lekk sax, dina ma wor.»
14:19	Taalibe yi nag am naqar, ñu daldi ko ne kenn-kenn: «Mbaa du man?»
14:20	Mu tontu leen: «Kenn ci yéen fukk ak ñaar la, kuy cappandoo ak man ci ndab li.
14:21	Doomu nit ki mu ngi dem, ni ñu ko waxe ci Mbind mi, waaye ki koy wor dina torox. Bañoon a juddu moo gën ci moom.»
14:22	Noonu bi ñuy lekk, Yeesu jël mburu, sant Yàlla, jox leen ko naan: «Jël-leen, lii sama yaram la.»
14:23	Gannaaw loolu mu jël kaas, sant Yàlla, jox leen ko, ñépp naan ci.
14:24	Mu ne leen: «Lii sama deret la, ji fas kóllëre gi, te mu tuuru ngir ñu bare.
14:25	Ci dëgg maa ngi leen koy wax, dootuma naan gannaaw tey ndoxum réseñ mii, ba kera ma ciy naan bu bees ci nguuru Yàlla.»
14:26	Noonu ñu woy Yàlla, ba noppi génn, dem ca tundu Oliw ya.
14:27	Booba Yeesu ne leen: «Yéen ñépp dingeen ma dàggeeku, ndaxte bind nañu:“Dinaa dóor sàmm bi,xari jur gi tasaaroo.”
14:28	Waaye bu ma dekkee, dinaa leen jiituji Galile.»
14:29	Kon Piyeer ne ko: «Bu la ñépp dàggeekoo, man duma la bàyyi mukk.»
14:30	Waaye Yeesu tontu ko: «Ci dëgg maa ngi la koy wax, guddig tey, bala ginaar a sab ñaari yoon, dinga ma weddi ñetti yoon.»
14:31	Waaye Piyeer gën a sax ca la mu waxoon naan: «Boo xamee ne sax, damaa war a dee ak yaw, duma la weddi mukk.» Taalibe yépp it waxe noonu.
14:32	Noonu ñu dem ca bérab bu tudd Setsemane. Yeesu ne taalibe yi: «Toogleen fii, ma dem ñaani.»
14:33	Mu ànd ak Piyeer, Saag ak Yowaana, daldi jàq, ba xonett.
14:34	Mu ne leen: «Sama xol dafa tiis, ba ma bëgg a dee; toogleen fii, xool.»
14:35	Noonu Yeesu dem ci kanam tuuti, daanu ci suuf, di ñaan ne, waxtu wi teggi ko, bu loolu manoon a am.
14:36	Mu ne: «Abba, Baay bi, yaw mi dara tëwul, teggil ma kaasu naqar bii. Moona bumu doon sama coobare, waaye na sa coobare am.»
14:37	Noonu mu dellusi ci taalibe yi, fekk ñuy nelaw. Mu ne Piyeer: «Simoŋ, dangaa nelaw? Amuloo sax dooley xoolandoo ak man benn waxtu?
14:38	Xool-leen te ñaan, ngir bañ a daanu cig fiir. Seen xol jag na, waaye seen bind a woyof.»
14:39	Beneen yoon Yeesu dem, di ñaane noonu,
14:40	dellusiwaat, fekk leen ñuy nelaw, ndaxte seeni bët dañoo diis. Xamuñu lu ñu koy tontoo.
14:41	Ñetteelu yoon mu dellusi ci ñoom ne leen: «Yéena ngi nelaw tey noppalu ba tey! Jeex na. Waxtu wi jot na; ñu ngi wor Doomu nit ki ci loxoy bàkkaarkat yi.
14:42	Jógleen nu dem; ki may wor a ngi nii, di ñëw.»
14:43	Bi Yeesu di wax, Yudaa mi bokkoon ci fukki taalibe ya ak ñaar, agsi, ànd ak mbooloo mu bare, mu jóge ca saraxalekat yu mag ya, ca xutbakat ya ak ca njiiti xeet wa, te gànnaayoo jaasi ak yet.
14:44	Fekk ki ko naroon a wor joxoon na leen tegtal ne leen: «Ki may fóon, moom la; jàppleen ko, yóbbu ko te wottu ko bu baax.»
14:45	Noonu mu ñëw ci Yeesu ne ko: «Kilifa gi,» daldi ko fóon.
14:46	Bi mu ko defee nit ñi song Yeesu nag, jàpp ko.
14:47	Waaye kenn ci ñi fa taxaw bocci jaaseem, dóor surgab saraxalekat bu mag bi, nopp bi dagg.
14:48	Yeesu ne leen: «Jóg ngeen ngir jàpp ma, gànnaayoo jaasi ak yet, mel ni ñuy topp sàcc.
14:49	Moona daan naa toog bés bu nekk ca kër Yàlla ga, di jàngale, te jàppuleen ma. Waaye lii am na, ngir Mbind mi am.»
14:50	Ci kaw loolu, ñépp dëddu ko, daw.
14:51	Fekk amoon na ca waxambaane wu lëkkaayoo woon sér, topp Yeesu, ñu daldi ko jàpp.
14:52	Waaye waxambaane wa wacc fa sér bi, daldi daw, def yaramu neen.
14:53	Ñi jàpp Yeesu yóbbu ko ci saraxalekat bu mag bi, te foofa la saraxalekat yu mag yi, njiit yi ak xutbakat yi yépp dajaloo.
14:54	Piyeer nag topp ko fu sore, ba ci ëttu saraxalekat bu mag bi, mu toog fa ak alkaati yi, di jaaru ci taal bi.
14:55	Noonu saraxalekat yu mag yi ak kureelu àttekat yi yépp di wut ku man a seede lu daan Yeesu, ba ñu man koo reylu, waaye gisuñu kenn.
14:56	Teewul sax naaféq ñu bare ñëw, seede ci Yeesu lu dul dëgg, waaye seen seede ànduñu.
14:57	Ba mujj naaféq taxaw, seede ci moom naan:
14:58	«Nun daal dégg nanu, mu ne: “Dinaa toj kër Yàlla, gii loxoy nit liggéey, tabax ci ñetti fan geneen gu nit liggéeyul.”»
14:59	Waaye ba tey seeni wax ànduñu.
14:60	Ci kaw loolu saraxalekat bu mag bi taxaw ci seen kanam ne Yeesu: «Doo tontu? Lu la nit ñi di jiiñ?»
14:61	Waaye Yeesu tontuwul dara, ne cell. Saraxalekat bu mag bi dellu nag ne ko: «Ndax yaa di Almasi bi, Doomu Yàlla ju tedd ji?»
14:62	Yeesu tontu ko: «Moom laa. Te dingeen gis, Doomu nit ki toog ci ndeyjooru Aji Kàttan ji, di ñëw ci niiri asamaan.»
14:63	Bi ko saraxalekat bu mag bi déggee nag, mu daldi mer, ba xotti ay yéreem naan:
14:64	«Weddi na Yàlla, lu nu doyeeti seede? Lu ngeen ci xalaat?» Noonu ñépp teg ko dee.
14:65	Ci kaw loolu ñu daldi tifli ci moom, takk ay bëtam, di ko dóor ay kurfeñ, naan ko: «Yaw wax nu ci kàddug Yàlla, ku la dóor?» Ba noppi alkaati yi teeru ko ak ay pes.
14:66	Piyeer nag ma nga toogoon ci ëtt bi féete suuf. Noonu benn mbindaanu saraxalekat bu mag ba romb fa.
14:67	Mu gis Piyeer di jaaru, xool ko jàkk naan: «Yaw itam àndoon nga ak Yeesum Nasaret moomu.»
14:68	Waaye Piyeer weddi ko naan: «Xawma li ngay wax, dégguma ci dara.» Mu daldi génn, dem ca buntu kër ga.
14:69	Foofa nag mbindaan mi gisaat ko, mu ne ñi fa taxaw: «Waa jii ci ñoom la bokk.»
14:70	Waaye Piyeer weddiwaat ko.Nes tuuti ñi fa taxaw ne Piyeer: «Yaw mi de, ci lu wóor bokk nga ci, nde waa Galile nga.»
14:71	Waaye Piyeer daldi giñ ak a waat naan: «Xawma nit ki ngay wax.»
14:72	Ci saa si ginaar sab ñaareelu yoon. Noonu Piyeer fàttaliku li ko Yeesu wax: «Bala ginaar a sab ñaari yoon, dinga ma weddi ñetti yoon.» Mu daldi jooy jooy yu metti.
15:1	Ci suba teel saraxalekat yu mag yi gise, ñoom ak njiit yi ak xutbakat yi ak kureelu àttekat yi yépp. Ñu yeew nag Yeesu, daldi ko yóbbu, jébbal ko Pilaat.
15:2	Noonu Pilaat laaj ko: «Ndax yaa di buuru Yawut yi?» Yeesu tontu ko: «Wax nga ko.»
15:3	Te saraxalekat yu mag yi di ko jiiñ lu bare.
15:4	Kon nag Pilaat laajaat ko: «Déggal lépp li ñu lay jiiñ. Xanaa amoo ci tont?»
15:5	Waaye ba tey Yeesu tontuwul dara, ba tax Pilaat waaru.
15:6	Màggal gu nekk nag Pilaat daan na may mbooloo mi, ñu tànn kenn ci ñi ñu tëjoon, mu bàyyil leen ko.
15:7	Fekk booba amoon na ku ñu tëj, tudd Barabas, ku bokk ci ña bëggoon a tas réew mi, boole ci rey nit.
15:8	Noonu mbooloo mi ñëw, laaj Pilaat, mu defal leen la mu daan def.
15:9	Pilaat nag xam ne, kiñaan rekk a taxoon saraxalekat yu mag yi jébbal ko Yeesu. Kon mu ne mbooloo mi: «Xanaa ma bàyyil leen buuru Yawut yi?»
15:11	Waaye saraxalekat yu mag yi xiir mbooloo mi, ñu laaj Pilaat, mu bàyyil leen Barabas.
15:12	Kon Pilaat ne leen: «Lan laay def nag ak ki ngeen di wooye buuru Yawut yi?»
15:13	Ñu daldi yuuxuwaat naan: «Daaj ko ci bant, ba mu dee!»
15:14	Pilaat ne leen: «Lu tax? Gan tooñ la def?» Waaye mbooloo mi di yuuxu bu gën a kawe: «Daaj ko ci bant!»
15:15	Noonu Pilaat, mi wut a neex mbooloo mi, bàyyil leen Barabas, ba noppi mu dóorlu Yeesu ay yar, jébbal ko, ngir ñu daaj ko ci bant.
15:16	Bi loolu amee ñu dugal Yeesu ci biir kër boroom réew ma, mooy bérab bu ñuy wax Peretoriyum, ñu daldi woo mbooloom xarekat yépp.
15:17	Noonu ñu solal ko mbubb mu xonq curr, ràbb kaalag dég, teg ko ci boppam.
15:18	Ñu daldi ko wax bu kawe: «Nuyu nanu la, yaw buuru Yawut yi!»
15:19	Ñu di ko dóor ci bopp ak bant, di ko tifli, daldi sukk, màggal ko.
15:20	Bi ñu ko ñaawalee noonu ba noppi, ñu summi mbubb mu xonq mi, solaatal ko ay yéreem, yóbbu ko, ngir daaj ko ci bant.
15:21	Amoon na nag nit ku dëkk Siren, tudd Simoŋ, di baayu Alegsàndar ak Rufus. Fekk booba mu romb fa, jóge ca wet, ga féete ak tool ya, ñu ga ko ngir mu gàddu bant bi.
15:22	Noonu ñu yóbbu Yeesu ca bérab bu ñuy wax Golgota, liy tekki «Bérabu kaaŋu bopp.»
15:23	Ñu bëgg koo jox biiñ bu ñu boole ak naan gu tudd miir, waaye nanguwu ko.
15:24	Foofa ñu daaj Yeesu ci bant, daldi séddoo ay yéreem, tegoo ko ay bant, ba xam ku nekk, looy am;
15:25	booba fekk yoor-yoor di jot.
15:26	Mbind mi xamle lu tax ñu rey ko nee na: «Kii mooy buuru Yawut yi.»
15:27	Booba it ñu daajaale ak moom ñaari taskati réew mi, kenn ci ndeyjooram, ki ci des ci càmmooñam.
15:29	Ña fa doon romb di ko xas, di wëcc seen bopp ndax sib ko naan: «Waaw kay, yaw mi bëgg a toj kër Yàlla gi, tabaxaat ko ci ñetti fan,
15:30	wàccal ci bant bi te musal sa bopp!»
15:31	Noonu it saraxalekat yu mag yi ak xutbakat yi di ko ñaawal ci seen biir naan: «Kii musal na ñeneen waaye mënul a musal boppam.
15:32	Almasi bii, di buuru Israyil, na wàcc léegi ci bant bi, nu gis ko te gëm.» Ñi ñu daajaale ak moom it di ko xarab.
15:33	Li tàmbalee digg-bëccëg, ba ci tisbaar, réew mépp lëndëm.
15:34	Ci tisbaar nag Yeesu wootee kàddu gu dëgër naan: «Elowi, Elowi, lema sabaktani?» liy tekki: «Sama Yàlla, sama Yàlla, lu tax nga dëddu ma?»
15:35	Ñenn ci ña fa taxaw nag, bi ñu ko déggee, ñu ne: «Mu ngi woo yonent Yàlla Iliyas.»
15:36	Noonu kenn daw, jël aw sagar, capp ko ci bineegar, mu teg ko ci bant, jox ko ko, mu muucu. Mu ne: «Bàyyileen, nu seet, ba xam Iliyas dina ñëw, wàcce ko.»
15:37	Noonu Yeesu wootewaat ak kàddu gu dëgër, delloo ruuwam Yàlla.
15:38	Bi mu ko defee ridob bérab bu sell ba ca kër Yàlla ga xar ñaar, li dale ci kaw ba ci suuf.
15:39	Njiitu xare nag, bi taxawoon ci kanamu Yeesu, bi mu gisee ni Yeesu deeye, mu ne: «Ci dëgg, nit kii Doomu Yàlla la!»
15:40	Amoon na fa nag ay jigéen, ñu leen dand, di xool. Xàmmi nañu ci: Maryaama mi dëkk Magdala, Maryaama yaayu Saag mu ndaw ak Yuusufa, ak Salome.
15:41	Bi Yeesu nekkee Galile, jigéen ñooñu ñoo ko doon topp, di ko topptoo. Amoon na fa it yeneen jigéen yu bare yu àndoon ak moom, ba ñëw Yerusalem.
15:42	Booba nag bésu Waajal la woon, maanaam bés bu jiitu bésu noflaay bi. Ca ngoon sa nag,
15:43	Yuusufa mi dëkk Arimate takk aw fitam, dem Pilaat, laaj ko néewu Yeesu. Yuusufa moomu nag, ku siiw la woon ci kureelu àttekat yi, te doon séentu moom itam nguuru Yàlla.
15:44	Bi Pilaat déggee ne, Yeesu faatu na xaat, mu waaru. Mu woolu nag njiit li, laaj ko, ndax yàgg na faatu.
15:45	Bi ko ko njiit li dëggalee, Pilaat jox néew bi Yuusufa.
15:46	Noonu Yuusufa jënd càngaay, wàcce néew bi, laxas ko ci, dugal ko cib bàmmeel bu ñu yett ci xeer. Bi mu ko defee mu béraŋ aw doj, ube ko buntu bàmmeel bi.
15:47	Maryaamam Magdala nag ak Maryaama yaayu Yuusufa xool fu mu ko denc.
16:1	Bi bésu noflaay bi wéyee, Maryaamam Magdala, Maryaama yaayu Saag, ak Salome, jënd cuuraay, ngir dem xeeñal néewu Yeesu.
16:2	Kon bés bu jëkk ci ayu-bés gi, ñu njëlu dem ca bàmmeel ba,
16:3	di laajante: «Ku nuy béraŋal doj, wiy ub bàmmeel bi?» Doj woowu nag bu réy-a-réy la woon. Noonu ñu xool, gis ne doj wa deñ.
16:5	Ñu dugg ci bàmmeel bi, gis ca ndeyjoor waxambaane wu sol mbubb mu weex, ñu daldi tiit.
16:6	Waaye mu ne leen: «Buleen tiit. Yéena ngi seet Yeesum Nasaret, mi ñu daajoon ci bant bi. Nekkatu fi, dekki na; gisleen fi ñu ko tëraloon.
16:7	Kon nag demleen, ne Piyeer ak taalibe ya: “Mi ngi leen di jiitu Galile. Foofa ngeen koy gise, ni mu leen ko waxe woon.”»
16:8	Noonu jigéen ñi génn, dawe bàmmeel ba, tiit bay lox. Te waxuñu kenn dara ndax seen tiit.
16:9	Bi Yeesu dekkee nag ci suba teel ca bés bu jëkk ca ayu-bés ga, mu jëkk a feeñu Maryaama mu dëkk Magdala, mi mu dàqe woon juróom-ñaari rab.
16:10	Maryaama nag dem nettali ko ñi àndoon ak Yeesu, fekk ñuy naqarlu, di jooy.
16:11	Bi ñu déggee ne, Yeesoo ngi dund te Maryaama gis na ko, gëmuñu ko.
16:12	Gannaaw loolu Yeesu feeñu ñaar ci ñoom ci jeneen jëmm, ñuy jaar ci yoon wi, jëm àll ba.
16:13	Ñu woññiku nag, wax ko ña ca des, waaye ba tey gëmuñu leen ñoom it.
16:14	Gannaaw ga it Yeesu feeñu fukki taalibe yi ak benn, bi ñuy lekk. Mu yedd leen ndax seen ngëmadi ak seen dëgër bopp, ci li ñu bañ a gëm ñi ko gisoon, bi mu dekkee.
16:15	Mu ne leen: «Demleen ci àddina sépp, yégal xebaar bu baax bi mbindeef yépp.
16:16	Ku gëm te ñu sóob ko ci ndox, dina mucc; ku gëmul, dees na ko daan.
16:17	Ñi ma gëm dinañu ànd ak firnde yii: ci sama tur dinañu dàq rab yi, di wax làkk yu bees,
16:18	di jàpp jaan ak seeni loxo; te bu ñu naanee lu ñu tooke, du leen wàññi dara, te jarag ju ñu teg loxo, mu wér.»
16:19	Gannaaw bi Boroom bi Yeesu waxee ak ñoom, mu yékkatiku, dem asamaan, toog ci ndeyjooru Yàlla.
16:20	Taalibe ya dem waareji, te loxob Boroom bi ànd ak ñoom, di dëggal kàddu gi ak firnde, yi ci ànd.
